KINASE GENE,KINASE common name,KIN_ACC_ID,SUBSTRATE common name,SUB_GENE_ID,SUB_ACC_ID,SUBSTRATE GENE,SUB_MOD_RSD,SITE_GRP_ID,SITE_+/-7_AA,Source / support
ABL1,Abl,P00519,TIF1G,51592,Q9UPN9,TRIM33,Y610,25756330,PrHSGPQySMMQPHL,PA2_2023
ABL1,Abl,P00519,TUBG1,7283,P23258,TUBG1,Y443,1876567500,HAATRPDyISWGTQE,PA2_2023
ABL1,Abl,P00519,VAV1,7409,P15498,VAV1,Y174,447866,EAEGDEIyEDLMRsE,PA2_2023
ABL1,Abl,P00519,VAV1,7409,P15498,VAV1,Y267,460537,TPGAANLyQVFIKYK,PA2_2023
ABL1,Abl,P00519,WASP,7454,P42768,WAS,Y291,447985,AEtsKLIyDFIEDQG,PA2_2023
ABL1,Abl,P00519,WASF3,10810,Q9UPY6,WASF3,Y151,486448,KKDGLKFyTDPSyFF,PA2_2023
ABL1,Abl,P00519,WASF3,10810,Q9UPY6,WASF3,Y248,486449,HASDVtDySYPATPN,PA2_2023
ABL1,Abl,P00519,WASF3,10810,Q9UPY6,WASF3,Y337,486450,LPAQIIEyYNPSGPP,PA2_2023
ABL1,Abl,P00519,WASF3,10810,Q9UPY6,WASF3,Y486,486451,SRRIAVEySDSDDDS,PA2_2023
ABL1,ABL1,P00519,WASL,8976,O00401,WASL,Y175,,EITTNRFyGPQVNNI,PA1_2016
ABL1,Abl,P00519,YAP1 iso3,10413,P46937-3,YAP1,Y357,473004,SGLSMSSySVPRtPD,PA2_2023
ABL1,Abl,P00519,YAP1,10413,P46937,YAP1,Y407,473004,sGLsMsSySVPRtPD,PA2_2023
ABL1,Abl,P00519,YY1,7528,P25490,YY1,Y254,464367,sPPDySEyMTGkKLP,PA2_2023
ABL1,Abl,P00519,ZAP70,7535,P43403,ZAP70,Y319,447587,tsVyEsPysDPEELk,PA2_2023
ABL1,Abl,P00519,PARIS,155061,Q6NUN9,ZNF746,Y137,13831906,ETLVSLDyAISKPEV,PA2_2023
ABL2,Arg,P42684,Arg,27,P42684,ABL2,Y261,455657,GLVTTLHyPAPKCNK,PA2_2023
ABL2,Arg,P42684,Arg,27,P42684,ABL2,Y439,447923,RLMtGDtytAHAGAk,PA2_2023
ABL2,Arg,P42684,Catalase,847,P04040,CAT,Y231,450444,NANGEAVyCkFHYkT,PA2_2023 and PA1_2016
ABL2,Arg,P42684,Catalase,847,P04040,CAT,Y386,450445,yRARVANyQRDGPMC,PA2_2023 and PA1_2016
ABL2,Arg,P42684,C/EBP-beta,1051,P17676,CEBPB,Y78,9397201,RAIDFsPyLEPLGAP,PA2_2023
ABL2,Arg,P42684,CRK,1398,P46108,CRK,Y221,447951,GGPEPGPyAQPsVNt,PA2_2023 and PA1_2016
ABL2,Arg,P42684,GPX1,2876,P07203,GPX1,Y98,455673,EILNSLkyVRPGGGF,PA2_2023 and PA1_2016
ABL2,Arg,P42684,HRas,3265,P01112,HRAS,Y137,41198101,AQDLARSyGIPYIEt,PA2_2023
ABL2,Arg,P42684,IRF3,3661,Q14653,IRF3,Y292,1867930600,RLGHCHTyWAVSEEL,PA2_2023
ABL2,Arg,P42684,ITGB1,3688,P05556,ITGB1,Y783,447710,DtGENPIyksAVttV,PA2_2023
ABL2,Arg,P42684,galectin-3,3958,P17931,LGALS3,Y118,13213700,AGPLIVPyNLPLPGG,PA2_2023
ABL2,Arg,P42684,galectin-3,3958,P17931,LGALS3,Y79,13213701,GAPAPGVyPGPPSGP,PA2_2023
ABL2,Arg,P42684,Tau iso8,4137,P10636-8,MAPT,Y197,464351,KsGDRsGyssPGsPG,PA2_2023
ABL2,Arg,P42684,Tau iso8,4137,P10636-8,MAPT,Y310,464352,GGsVQIVykPVDLsK,PA2_2023
ABL2,Arg,P42684,Tau iso8,4137,P10636-8,MAPT,Y394,487463,DHGAEIVyKsPVVsG,PA2_2023
ABL2,Arg,P42684,MICAL2,9645,O94851,MICAL2,Y445,1875329206,LAERESLyRLLPQTT,PA2_2023
ABL2,Arg,P42684,MICAL2,9645,O94851,MICAL2,Y463,1875329208,INkNFEQyTLDPGTR,PA2_2023
ABL2,Arg,P42684,MICAL2,9645,O94851,MICAL2,Y488,1875329204,PHQVKHLyITKELEH,PA2_2023
ABL2,Arg,P42684,PDGFRB,5159,P09619,PDGFRB,Y686,7437801,IITEyCRyGDLVDyL,PA2_2023
ABL2,Arg,P42684,PSMA7,5688,O14818,PSMA7,Y153,456317,QTDPsGtyHAWkANA,PA2_2023
ABL2,Arg,P42684,Siva,10572,O15304,SIVA1,Y34,448080,RGVCAERySQEVFEk,PA2_2023
ABL2,Arg,P42684,TAZ,25937,Q9GZV5,WWTR1,Y321,27138200,sGLGLGCySVPTtPE,PA2_2023
ACVR1,ACVR1,Q04771,SMAD1,4086,Q15797,SMAD1,S463,,sPHNPIssVs_____,PA1_2016
ACVR1B,ACV1B,P36896,SMAD2,4087,Q15796,SMAD2,S465,,sPsVRCssMs_____,PA1_2016
ACVR1B,ALK4,P36896,TTRAP,51567,O95551,TDP2,T88,12563300,PkTyVDLtNEEtTDs,PA2_2023
ACVR1B,ALK4,P36896,TTRAP,51567,O95551,TDP2,T92,12563301,VDLtNEEtTDsTTSK,PA2_2023
ACVRL1,ALK1,P37023,ENG,2022,P17813,ENG,S646,12064201,StNHSIGsTQstPCS,PA2_2023
ACVRL1,ALK1,P37023,ENG,2022,P17813,ENG,S649,12064200,HSIGsTQstPCStSS,PA2_2023
ACVRL1,ALK1,P37023,ENG,2022,P17813,ENG,T640,465627,AssESSStNHSIGsT,PA2_2023
ACVRL1,ALK1,P37023,ENG,2022,P17813,ENG,T654,465628,TQstPCStSSMA___,PA2_2023
ADCK5,ADCK5,Q3MIX3,SOX9,6662,P48436,SOX9,S181,456981,YQPRRRKsVKNGQAE,PA2_2023
ADRBK1,GRK2,P25098,ADA2A,150,P08913,ADRA2A,S296,,TDALDLEESSSSDHAERPPG,PA1_2016
ADRBK1,GRK2,P25098,ADA2A,150,P08913,ADRA2A,S297,,TDALDLEESSSSDHAERPPG,PA1_2016
ADRBK1,GRK2,P25098,ADA2A,150,P08913,ADRA2A,S298,,TDALDLEESSSSDHAERPPG,PA1_2016
ADRBK1,GRK2,P25098,ADA2A,150,P08913,ADRA2A,S299,,TDALDLEESSSSDHAERPPG,PA1_2016
ADRBK1,GRK2,P25098,BKRB2,624,P30411,BDKRB2,S366,,EPIQMENsMGTLRTs,PA1_2016
ADRBK1,GRK2,P25098,BKRB2,624,P30411,BDKRB2,S373,,sMGTLRTsIsVERQI,PA1_2016
ADRBK1,GRK2,P25098,BKRB2,624,P30411,BDKRB2,S375,,GTLRTsIsVERQIHk,PA1_2016
ADRBK1,GRK2,P25098,FPR1,2357,P21462,FPR1,S328,,ERALtEDstQtsDtA,PA1_2016
ADRBK1,GRK2,P25098,FPR1,2357,P21462,FPR1,S332,,tEDstQtsDtAtNst,PA1_2016
ADRBK1,GRK2,P25098,FPR1,2357,P21462,FPR1,S338,,tsDtAtNstLPsAEV,PA1_2016
ADRBK1,GRK2,P25098,FPR1,2357,P21462,FPR1,T329,,RALtEDstQtsDtAt,PA1_2016
ADRBK1,GRK2,P25098,FPR1,2357,P21462,FPR1,T331,,LtEDstQtsDtAtNs,PA1_2016
ADRBK1,GRK2,P25098,FPR1,2357,P21462,FPR1,T334,,DstQtsDtAtNstLP,PA1_2016
ADRBK1,GRK2,P25098,FPR1,2357,P21462,FPR1,T336,,tQtsDtAtNstLPsA,PA1_2016
ADRBK1,GRK2,P25098,FPR1,2357,P21462,FPR1,T339,,sDtAtNstLPsAEVE,PA1_2016
ADRBK1,GRK2,P25098,MC4R,4160,P32245,MC4R,S329,,LGGLCDLssRY____,PA1_2016
ADRBK1,GRK2,P25098,MC4R,4160,P32245,MC4R,T312,,RSQELRKtFKEIICC,PA1_2016
ADRBK1,GRK2,P25098,OPRD,4985,P41143,OPRD1,S363,,RVtACtPsDGPGGGA,PA1_2016
ADRBK1,GRK2,P25098,OPRD,4985,P41143,OPRD1,T358,,ATARERVtACtPsDG,PA1_2016
ADRBK1,GRK2,P25098,OPRD,4985,P41143,OPRD1,T361,,RERVtACtPsDGPGG,PA1_2016
ADRBK1,GRK2,P25098,OPRM,4988,P35372,OPRM1,S358,,EFCIPTSSNIEQQNs,PA1_2016
ADRBK1,GRK2,P25098,OPRM,4988,P35372,OPRM1,T356,,FREFCIPTSSNIEQQ,PA1_2016
ADRBK1,GRK2,P25098,CNRG,5148,P18545,PDE6G,T62,,PGMEGLGTDITVICP,PA1_2016
ADRBK1,GRK2,P25098,RLA2,6181,P05387,RPLP2,S102,,kDEkKEEsEEsDDDM,PA1_2016
ADRBK1,GRK2,P25098,RLA2,6181,P05387,RPLP2,S105,,kKEEsEEsDDDMGFG,PA1_2016
ADRBK1,GRK2,P25098,SYUA,6622,P37840,SNCA,S129,,NEAyEMPsEEGyQDy,PA1_2016
ADRBK2,GRK3,P35626,BKRB2,624,P30411,BDKRB2,S366,,EPIQMENsMGTLRTs,PA1_2016
ADRBK2,GRK3,P35626,BKRB2,624,P30411,BDKRB2,S373,,sMGTLRTsIsVERQI,PA1_2016
ADRBK2,GRK3,P35626,BKRB2,624,P30411,BDKRB2,S375,,GTLRTsIsVERQIHk,PA1_2016
ADRBK2,GRK3,P35626,CCR5,1234,P51681,CCR5,S336,,QEAPERAssVyTRst,PA1_2016
ADRBK2,GRK3,P35626,CCR5,1234,P51681,CCR5,S337,,EAPERAssVyTRstG,PA1_2016
ADRBK2,GRK3,P35626,CCR5,1234,P51681,CCR5,S342,,AssVyTRstGEQEIs,PA1_2016
ADRBK2,GRK3,P35626,CCR5,1234,P51681,CCR5,S349,,stGEQEIsVGL____,PA1_2016
ADRBK2,GRK3,P35626,OPRM,4988,P35372,OPRM1,T182,,VKALDFRTPRNAKII,PA1_2016
AKT1,Akt1,P31749,CENTB1,9744,Q15027,ACAP1,S554,458238,sIRPRPGsLRSkPEP,PA2_2023
AKT1,Akt1,P31749,acinus,22985,Q9UKV3,ACIN1,S1180,456759,GPRsRsRsRDRRRKE,PA2_2023
AKT1,Akt1,P31749,ACLY,47,P53396,ACLY,S451,455372,ststPAPsRtAsFsE,PA2_2023
AKT1,Akt1,P31749,ACLY,47,P53396,ACLY,S455,448631,PAPsRtAsFsEsRAD,PA2_2023
AKT1,Akt1,P31749,ACLY,47,P53396,ACLY,T447,455371,NAsGststPAPsRtA,PA2_2023
AKT1,Akt1,P31749,ACOT4,122970,Q8N9L9,ACOT4,S392,1871177703,GGEPRAHskAQEDAW,PA2_2023
AKT1,Akt1,P31749,ADAR,103,P55265,ADAR,T1033,1868546602,RLGERLRtMSCSDKI,PA2_2023
AKT1,Akt1,P31749,RED1,104,P78563,ADARB1,T553,31884906,LQGERLLtMSCSDKI,PA2_2023
AKT1,Akt1,P31749,ADRB2,154,P07550,ADRB2,S346,447911,LLCLRRssLKAyGNG,PA2_2023
AKT1,Akt1,P31749,CENTG1 iso2,116986,Q99490-2,AGAP2,S472,477808,RNLARALsTDCTPSG,PA2_2023
AKT1,Akt1,P31749,CENTG1 iso2,116986,Q99490-2,AGAP2,S629,4719772,THLSRVRsLDLDDWP,PA2_2023
AKT1,Akt1,P31749,Akt1,207,P31749,AKT1,S246,460649,LSRERVFsEDRARFY,PA2_2023
AKT1,Akt1,P31749,Akt1,207,P31749,AKT1,T72,460648,tERPRPNtFIIRCLQ,PA2_2023
AKT1,Akt1,P31749,PRAS40,84335,Q96B36,AKT1S1,T246,470067,LPRPRLNtsDFQkLK,PA2_2023 and PA1_2016
AKT1,Akt1,P31749,THOC4,10189,Q86V81,ALYREF,S34,4614101,RGRGrAGsQGGrGGG,PA2_2023
AKT1,Akt1,P31749,THOC4,10189,Q86V81,ALYREF,T219,4614100,GGGtrRGtRGGARGR,PA2_2023
AKT1,AKT1,P31749,ANDR,367,P10275,AR,S206,,,PA1_2016
AKT1,AKT1,P31749,ANDR,367,P10275,AR,S213,,,PA1_2016
AKT1,Akt1,P31749,AR,367,P10275,AR,S215,448577,SGRAREAsGAPtsSK,PA2_2023
AKT1,AKT1,P31749,ANDR,367,P10275,AR,S791,,,PA1_2016
AKT1,Akt1,P31749,AR,367,P10275,AR,S792,448415,CVRMRHLsQEFGWLQ,PA2_2023
AKT1,Akt1,P31749,arfaptin 2,23647,P53365,ARFIP2,S260,455884,GTRGRLEsAQATFQA,PA2_2023
AKT1,Akt1,P31749,ARHGAP19,84986,Q14CB8,ARHGAP19,S422,3196670,QkRARsRsFsGLIkR,PA2_2023
AKT1,Akt1,P31749,ARHGAP22,58504,Q7Z5H3,ARHGAP22,S16,22262003,ARRARsKsLVMGEQS,PA2_2023
AKT1,Akt1,P31749,ATG4B,23192,Q9Y4P1,ATG4B,S34,4750282,WILGRKYsIFTEkDE,PA2_2023
AKT1,Akt1,P31749,ataxin-1,6310,P54253,ATXN1,S775,449110,AtRKRRWsAPESRKL,PA2_2023 and PA1_2016
AKT1,Akt1,P31749,AurB,9212,Q96GD4,AURKB,T73,23085287,DILTRHFtIDDFEIG,PA2_2023
AKT1,Akt1,P31749,NBA1,29086,Q9NWV8,BABAM1,S29,479974,EPRPRtRsNPEGAED,PA2_2023
AKT1,AKT1,P31749,BAD,572,Q92934,BAD,S118,,GRELRRMsDEFVDsF,PA1_2016
AKT1,AKT1,P31749,BAD,572,Q92934,BAD,S75,,EIRsRHssyPAGtED,PA1_2016
AKT1,Akt1,P31749,BAD,572,Q92934,BAD,S99,447862,PFrGrsRsAPPNLWA,PA2_2023 and PA1_2016
AKT1,Akt1,P31749,BAX,581,Q07812,BAX,S184,451017,VAGVLTAsLtIWKKM,PA2_2023
AKT1,Akt1,P31749,Bcl-10,8915,O95999,BCL10,S218,469572,EEGTCANsSEMFLPL,PA2_2023
AKT1,Akt1,P31749,Bcl-10,8915,O95999,BCL10,S231,469573,PLRsRtVsRQ_____,PA2_2023
AKT1,Akt1,P31749,BIM,10018,O43521,BCL2L11,S87,458219,FIFMRRSsLLSRSss,PA2_2023
AKT1,Akt1,P31749,Bcl-3,602,P20749,BCL3,S41,27444668,kRPLRAPsPEPAAPR,PA2_2023
AKT1,Akt1,P31749,beclin 1,8678,Q14457,BECN1,S234,27156802,AQyQREysEFkRQQL,PA2_2023
AKT1,Akt1,P31749,beclin 1,8678,Q14457,BECN1,S295,27156801,FRLGRLPsVPVEWNE,PA2_2023
AKT1,Akt1,P31749,BMI1,648,P35226,BMI1,S316,6150348,ANRPRKssVNGSSAT,PA2_2023
AKT1,Akt1,P31749,BRAF,673,P15056,BRAF,S365,450243,GQRDRsssAPNVHIN,PA2_2023 and PA1_2016
AKT1,Akt1,P31749,BRAF,673,P15056,BRAF,S429,447803,PQRERKsssssEDRN,PA2_2023 and PA1_2016
AKT1,Akt1,P31749,BRCA1,672,P38398,BRCA1,S694,4787521,QTSKRHDsDTFPELk,PA2_2023
AKT1,Akt1,P31749,BRCA1,672,P38398,BRCA1,T509,448039,LKRKRRPtsGLHPED,PA2_2023 and PA1_2016
AKT1,Akt1,P31749,Btk,695,Q06187,BTK,S51,28710300,FERGRRGsKKGsIDV,PA2_2023
AKT1,Akt1,P31749,Btk,695,Q06187,BTK,T495,28710301,EMRHRFQtQQLLEMC,PA2_2023
AKT1,Akt1,P31749,CABLES1,91768,Q8TDN4,CABLES1,T309,4270180,APLRRCRtLsGsPRP,PA2_2023
AKT1,Akt1,P31749,CABLES1,91768,Q8TDN4,CABLES1,T415,3207279,AFGARRNtIDstSsF,PA2_2023
AKT1,Akt1,P31749,CARD11,84433,Q9BXL7,CARD11,S558,4737145,MQPPRsRssIMsITA,PA2_2023
AKT1,Akt1,P31749,CARD11,84433,Q9BXL7,CARD11,S644,457638,NLMFRKFsLERPFRP,PA2_2023
AKT1,Akt1,P31749,CARD11,84433,Q9BXL7,CARD11,S652,457639,LERPFRPsVtsVGHV,PA2_2023
AKT1,Akt1,P31749,CARHSP1,23589,Q9Y2V2,CARHSP1,S52,453062,tRRtrtFsAtVRAsQ,PA2_2023
AKT1,AKT1,P31749,CASP9,842,P55211,CASP9,S183,,GLRTRTGsNIDCEkL,PA1_2016
AKT1,Akt1,P31749,CASP9,842,P55211,CASP9,S196,448454,kLRRRFssLHFMVEV,PA2_2023 and PA1_2016
AKT1,Akt1,P31749,GATSL3,652968,Q8WTX7,CASTOR1,S14,25293269,EHRVRVLsVARPGLW,PA2_2023
AKT1,Akt1,P31749,CBX3,11335,Q13185,CBX3,T55,31828202,FLkWkGFtDADNtWE,PA2_2023
AKT1,Akt1,P31749,CBX3,11335,Q13185,CBX3,T89,31828201,AGkEkDGtKRksLsD,PA2_2023
AKT1,Akt1,P31749,CBY1,25776,Q9Y3M2,CBY1,S20,2850009,TPPRKsAsLSNLHsL,PA2_2023
AKT1,Akt1,P31749,girdin,55704,Q3V6T2,CCDC88A,S1417,456477,INRERQksLtLtPTR,PA2_2023 and PA1_2016
AKT1,Akt1,P31749,CCNF,899,P41002,CCNF,S577,234613503,TKRKRENsLQEDRGS,PA2_2023
AKT1,Akt1,P31749,CCNF,899,P41002,CCNF,T31,234613504,RRRPRNLtILSLPED,PA2_2023
AKT1,Akt1,P31749,CCT2,10576,P78371,CCT2,S260,472352,GsRVRVDstAkVAEI,PA2_2023
AKT1,Akt1,P31749,CDCA7,83879,Q9BWT1,CDCA7,T163,4774845,SRRPRRRtFPGVASR,PA2_2023
AKT1,Akt1,P31749,CDK2,1017,P24941,CDK2,T39,2712201,LkKIRLDtETEGVPs,PA2_2023
AKT1,Akt1,P31749,p21Cip1,1026,P38936,CDKN1A,S146,447836,GRkRRQtsMTDFyHs,PA2_2023 and PA1_2016
AKT1,Akt1,P31749,p21Cip1,1026,P38936,CDKN1A,T145,447837,QGRkRRQtsMTDFyH,PA2_2023 and PA1_2016
AKT1,Akt1,P31749,p27Kip1,1027,P46527,CDKN1B,S10,447874,NVRVSNGsPsLErMD,PA2_2023
AKT1,Akt1,P31749,p27Kip1,1027,P46527,CDKN1B,T157,448645,GIRkrPAtDDSSTQN,PA2_2023 and PA1_2016
AKT1,Akt1,P31749,p27Kip1,1027,P46527,CDKN1B,T198,448781,PGLRRRQt_______,PA2_2023
AKT1,Akt1,P31749,p57Kip2,1028,P49918,CDKN1C,S282,9318134,FFAkRKRsAPEKSSG,PA2_2023
AKT1,Akt1,P31749,p57Kip2,1028,P49918,CDKN1C,T310,450869,GVGsVEQtPRKRLR_,PA2_2023
AKT1,Akt1,P31749,CELF1,10658,Q92879,CELF1,S28,3347300,GQVPrtWsEkDLREL,PA2_2023
AKT1,Akt1,P31749,CFLAR,8837,O15519,CFLAR,S273,7590800,LLRDTFTsLGYEVQK,PA2_2023
AKT1,Akt1,P31749,Chk1,1111,O14757,CHEK1,S280,447831,AKRPRVtsGGVsEsP,PA2_2023 and PA1_2016
AKT1,Akt1,P31749,IKKA,1147,O15111,CHUK,T23,447780,EMRERLGtGGFGNVC,PA2_2023 and PA1_2016
AKT1,Akt1,P31749,CLK2,1196,P49760,CLK2,S34,15339201,HKRRRSRsWSSSSDR,PA2_2023
AKT1,Akt1,P31749,CLK2,1196,P49760,CLK2,T127,15339202,RRRRRSRtFSRSSSQ,PA2_2023
AKT1,Akt1,P31749,COPS6,10980,Q7L5N1,COPS6,S60,27166600,DHWIRMRsQEGRPVQ,PA2_2023
AKT1,Akt1,P31749,CREB,1385,P16220,CREB1,S119,448228,EILsRRPsyRkILND,PA2_2023
AKT1,Akt1,P31749,CBP,1387,Q92793,CREBBP,T1871,474502,LMRRRMAtMNtRNVP,PA2_2023
AKT1,Akt1,P31749,CK2A1,1457,P68400,CSNK2A1,T13,31012808,PsRARVytDVNtHRP,PA2_2023
AKT1,Akt1,P31749,CTNNB1,1499,P35222,CTNNB1,S552,472273,QDtQRRtsMGGtQQQ,PA2_2023
AKT1,Akt1,P31749,CYCS,54205,P99999,CYCS,Y47,3416311,ktGQAPGysytAANk,PA2_2023
AKT1,Akt1,P31749,cytohesin 2,9266,Q99418,CYTH2,T276,30306600,LGGGRVKtWKRRWFI,PA2_2023
AKT1,Akt1,P31749,DEPDC5,9681,O75140,DEPDC5,S1530,3845300,QQRRRRNstSSTNQN,PA2_2023
AKT1,Akt1,P31749,DIABLO,56616,Q9NR28,DIABLO,S67,29431803,AQkSEPHsLSSEALM,PA2_2023
AKT1,Akt1,P31749,DLC1,10395,Q96QB1,DLC1,S1004,34490415,RHRLRWHsFQSSHRP,PA2_2023 and PA1_2016
AKT1,Akt1,P31749,DLC1,10395,Q96QB1,DLC1,S735,15499997,MVRKRsVsNstQtSS,PA2_2023
AKT1,AKT1,P31749,RHG07,10395,Q96QB1,DLC1,S764,,,PA1_2016
AKT1,Akt1,P31749,DLC1,10395,Q96QB1,DLC1,S766,458383,VTRTRsLsACNKRVG,PA2_2023 and PA1_2016
AKT1,Akt1,P31749,DRP1,10059,O00429,DNM1L,S616,454690,PIPIMPAsPQKGHAV,PA2_2023
AKT1,Akt1,P31749,DNMT1,1786,P26358,DNMT1,S143,3189394,RtPRRsksDGEAkPE,PA2_2023
AKT1,Akt1,P31749,DOCK6,57572,Q96HP0,DOCK6,S1194,27806316,GQRsRLAsMLDSDTE,PA2_2023
AKT1,Akt1,P31749,EDC3,80153,Q96F86,EDC3,S161,1211074,sFRRRHNsWssssRH,PA2_2023
AKT1,Akt1,P31749,EGFR,1956,P00533,EGFR,S229,18944906,rCrGKSPsDCCHNQC,PA2_2023
AKT1,AKT1,P31749,4EBP1,1978,Q13541,EIF4EBP1,S65,,FLMECrNsPVtktPP,PA1_2016
AKT1,AKT1,P31749,4EBP1,1978,Q13541,EIF4EBP1,T37,,PPGDysttPGGtLFs,PA1_2016
AKT1,AKT1,P31749,4EBP1,1978,Q13541,EIF4EBP1,T46,,GGtLFsttPGGtRII,PA1_2016
AKT1,Akt1,P31749,EMSY,56946,Q7Z589,EMSY,S209,453526,RKRRRtNsssssPVV,PA2_2023
AKT1,Akt1,P31749,p300,2033,Q09472,EP300,S1834,447591,MLRRRMAsMQRTGVV,PA2_2023 and PA1_2016
AKT1,Akt1,P31749,EphA2,1969,P29317,EPHA2,S897,1244153,RVsIRLPstsGsEGV,PA2_2023
AKT1,Akt1,P31749,ER-alpha,2099,P03372,ESR1,S167,448102,GGRERLAsTNDkGSM,PA2_2023 and PA1_2016
AKT1,Akt1,P31749,ER-alpha,2099,P03372,ESR1,S305,448805,IkRSkkNsLALSLtA,PA2_2023
AKT1,Akt1,P31749,EYA1,2138,Q99502,EYA1,S299,41156500,SDRLRRGsDGKsRGR,PA2_2023
AKT1,Akt1,P31749,EZH2,2146,Q15910,EZH2,S21,457606,CWRKRVKsEyMRLRQ,PA2_2023 and PA1_2016
AKT1,Akt1,P31749,FAF1,11124,Q9UNN5,FAF1,S582,480070,kLRIRtPsGEFLERR,PA2_2023
AKT1,Akt1,P31749,FANCA,2175,O15360,FANCA,S1149,9802800,CLRSRDPsLMVDFIL,PA2_2023 and PA1_2016
AKT1,Akt1,P31749,FBXO31,79791,Q5XUX0,FBXO31,S33,485583,AETAAADsEPDtDPE,PA2_2023
AKT1,Akt1,P31749,FBXW7,55294,Q969H0,FBXW7,S227,17792400,QQRRRITsVQPPTGL,PA2_2023
AKT1,Akt1,P31749,FLI,2314,Q13045,FLII,S436,470489,RLRRRKDsAQDDQAK,PA2_2023
AKT1,Akt1,P31749,FLNA,2316,P21333,FLNA,S2152,451357,tRRRRAPsVANVGsH,PA2_2023
AKT1,Akt1,P31749,FLNC,2318,Q14315,FLNC,S2233,467899,LGRERLGsFGsItRQ,PA2_2023
AKT1,Akt1,P31749,FOXA2,3170,Q9Y261,FOXA2,T156,4911901,KTYRRSYtHAKPPYS,PA2_2023
AKT1,Akt1,P31749,FOXG1,2290,P55316,FOXG1,T279,482881,KLRRRsttsRAKLAF,PA2_2023
AKT1,Akt1,P31749,FOXO1A,2308,Q12778,FOXO1,S256,448075,sPrRrAAsMDNNskF,PA2_2023 and PA1_2016
AKT1,Akt1,P31749,FOXO1A,2308,Q12778,FOXO1,S319,449113,TFRPRtssNAstIsG,PA2_2023 and PA1_2016
AKT1,Akt1,P31749,FOXO1A,2308,Q12778,FOXO1,T24,448560,LPRPRsCtWPLPRPE,PA2_2023 and PA1_2016
AKT1,Akt1,P31749,FOXO3A,2309,O43524,FOXO3,S253,449108,APRRRAVsMDNSNkY,PA2_2023 and PA1_2016
AKT1,Akt1,P31749,FOXO3A,2309,O43524,FOXO3,T32,448602,QsRPRsCtWPLQRPE,PA2_2023 and PA1_2016
AKT1,Akt1,P31749,FOXO4,4303,P98177,FOXO4,S197,448516,APRRRAAsMDsSSKL,PA2_2023 and PA1_2016
AKT1,Akt1,P31749,FOXO4,4303,P98177,FOXO4,S262,448517,TFRPRSssNAsSVsT,PA2_2023 and PA1_2016
AKT1,Akt1,P31749,FOXO4,4303,P98177,FOXO4,T32,455572,QsRPRsCtWPLPRPE,PA2_2023 and PA1_2016
AKT1,AKT1,P31749,FOXO4,4303,P98177,FOXO4,T451,,PIPKALGtPVLtPPt,PA1_2016
AKT1,AKT1,P31749,FOXO4,4303,P98177,FOXO4,T455,,ALGtPVLtPPtEAAS,PA1_2016
AKT1,Akt1,P31749,GAB2,9846,Q9UQC2,GAB2,S159,448382,LLRERKSsAPSHsSQ,PA2_2023 and PA1_2016
AKT1,Akt1,P31749,GATA1,2623,P15976,GATA1,S310,451231,QtRNRKAsGkGkkkR,PA2_2023 and PA1_2016
AKT1,Akt1,P31749,GATA2,2624,P23769,GATA2,S401,455583,QTRNRKMsNKSKKSK,PA2_2023 and PA1_2016
AKT1,Akt1,P31749,GJA1,2697,P17302,GJA1,S373,459209,RAssRAssRPRPDDL,PA2_2023
AKT1,Akt1,P31749,GSK3A,2931,P49840,GSK3A,S21,448584,sGrARtssFAEPGGG,PA2_2023 and PA1_2016
AKT1,Akt1,P31749,GSK3B,2932,P49841,GSK3B,S9,449111,SGRPRttsFAEsCkP,PA2_2023 and PA1_2016
AKT1,Akt1,P31749,HIST1H2BJ,8970,P06899,H2BC11,S36,23113177,RKRSRkEsysIyVyk,PA2_2023
AKT1,Akt1,P31749,H2B2F,440689,Q5QNW6,H2BC18,S36,1210846,RKRsRkEsysVyVyk,PA2_2023
AKT1,Akt1,P31749,H2B,3018,P33778,H2BC3,S36,449903,RKRsRkEsysIyVyk,PA2_2023
AKT1,Akt1,P31749,H3,8350,P68431,H3C1,T45,455679,PHryrPGtVALrEIR,PA2_2023
AKT1,Akt1,P31749,HIST2H3A/C/D,126961,Q71DI3,H3C14,T45,18465115,PHryrPGtVALrEIR,PA2_2023
AKT1,Akt1,P31749,HES5,388585,Q5TA89,HES5,S34,1867750501,MRRDRINssIEQLKL,PA2_2023
AKT1,Akt1,P31749,HES5,388585,Q5TA89,HES5,S35,1867750500,RRDRINssIEQLKLL,PA2_2023
AKT1,Akt1,P31749,HJURP,55355,Q8NCD3,HJURP,S486,482923,GLEtRRLsLPssKAK,PA2_2023
AKT1,Akt1,P31749,HK2,3099,P52789,HK2,T473,28704601,QHRARQktLEHLQLS,PA2_2023
AKT1,Akt1,P31749,HMOX1,3162,P09601,HMOX1,S188,2897404,LYRSRMNsLEMtPAV,PA2_2023 and PA1_2016
AKT1,Akt1,P31749,hnRNP A1,3178,P09651,HNRNPA1,S199,451555,sQrGrsGsGNFGGGr,PA2_2023
AKT1,Akt1,P31749,HSF1,3297,Q00613,HSF1,S230,448072,PkYSRQFsLEHVHGS,PA2_2023
AKT1,Akt1,P31749,HSF1,3297,Q00613,HSF1,S326,455484,ssVDtLLsPTALIDs,PA2_2023
AKT1,Akt1,P31749,HSF1,3297,Q00613,HSF1,T142,449066,DsVTKLLtDVQLMKG,PA2_2023
